qid,question,answer
2300,快看飞机,哪哪哪？
2301,天上掉馅饼的好事,只见过下雨，没见过下馅饼的
2302,天上掉馅饼的好事能轮到你,只见过下雨，没见过下馅饼的
2303,天上掉馅饼的好事能砸到你,只见过下雨，没见过下馅饼的
2304,吃饭前要洗手,这个习惯很好
2305,马航飞哪里去了,不知道飞哪了
2306,马航去哪儿了,不知道飞哪了
2307,马航去哪了,不知道飞哪了
2308,马航到底去哪儿了,不知道飞哪了
2309,马航到底去哪了,不知道飞哪了
2310,你知道支付宝吗,支付宝是国内领先的第三方支付平台
2311,电话响了,哎呀，谁找我呀
2312,你的电话响了,哎呀，谁找我呀
2313,发型不错,谢谢夸奖啦
2314,智商的简称是什么,IQ
2315,情商的简称是什么,EQ
2316,原因是啥,没有什么为什么
2317,这是为什么,没有什么为什么
2318,那是为什么,没有什么为什么
2319,头发没了,据说光头的人聪明呢
2320,你对现在的生活的看法,每天很充实当然满意
2321,现在生活的咋样,每天很充实当然满意
2322,现在生活的怎么样,每天很充实当然满意
2323,为了明天我们一起加油好吗,加油
2324,为了明天大家一起加油,加油
2325,为了明天大家一起加油好吗,加油
2326,明天加油,加油
2327,未来加油,加油
2328,滚你大爷的,我才出生没多久呢，好多不懂的，您多包涵~~~
2329,滚你的,我才出生没多久呢，好多不懂的，您多包涵~~~
2330,滚去死,我才出生没多久呢，好多不懂的，您多包涵~~~
2331,滚一边去,我才出生没多久呢，好多不懂的，您多包涵~~~
2332,滚远点,我才出生没多久呢，好多不懂的，您多包涵~~~
2333,又败得那么惨,最穷无非讨饭，不死终会出头！记住了，年轻没有失败，自信创造精彩！
2334,又不是叫你说,哦，对不起
2335,又到了低谷,人生最低处有一个好处，就是无论从哪个方向努力，都是向上。
2336,又给你添了不少麻烦,医生是救死扶伤的白衣天使
2337,又过一天,人生在世，只争朝夕
2338,真的呀,是啊
2339,真滴啊我爱你萌萌,我也爱您
2340,真累你们,只要能看到客户满意的笑容，再辛苦也是值得的。
2341,真冷?,躲被窝
2342,真理都是真的吗,真理掌握在少数人手中
2343,真理可以探究吗,真理就是智慧之根，或者说，真理就是智慧本身。
2344,我带你去四周逛逛吧,好的。
2345,我带你四处逛逛,好的。
2346,我带你四处看看,好的。
2347,我的照相机找不到了,不要着急，好好想想放在哪了
2348,这张电影票的价格是多少,具体的价格请上网查询。
2349,这张车票的价格是多少,具体的价格请上网查询。
2350,这张飞机票的价格是多少,具体的价格请上网查询。
2351,这件衣服的价格是多少,看标签，上面有价格。
2352,这条裤子的价格是多少,看标签，上面有价格。
2353,这条围巾的价格是多少,看标签，上面有价格。
2354,这双鞋的价格是多少,看标签，上面有价格。
2355,这顶帽子的价格是多少,看标签，上面有价格。
2356,这双袜子的价格是多少,看标签，上面有价格。
2357,过生日要花多少钱,生日和家里人吃顿饭，既温馨又省钱，多好。
2358,从张江去虹桥坐几号线,2号线
2359,上海有什么好玩的地方,东方明珠、南京步行街、外滩、豫园、世博中国馆、一大会址、鲁迅故居、静安寺、上海大剧院等等
2360,你会下棋吗,小龙人还不会下棋呢。
2361,废电池乱丢会对人体可能造成什么伤害啊,废电池中含有汞、镉、铅、锌等重金属有毒物质。人若汞中毒，会损害中枢神经系统。
2362,去倒杯水给我好吗,没问题。
2363,拿一杯水给我行不行,没问题。
2364,能否帮我倒一杯水,没问题。
2365,可不可以倒一杯水给我,没问题。
2366,能不能把那杯水拿给我,没问题。
2367,帮我倒杯水,没问题。
2368,去给我倒杯水,没问题。
2369,给我倒杯水吧,没问题。
2370,你能不能给我倒杯水喝？,没问题。
2371,你能不能给我倒杯水,没问题。
2372,帮我拿杯水吧,没问题。
2373,帮我拿杯水,没问题。
2374,给我拿杯水吧,没问题。
2375,把水拿给我吧,没问题。
2376,把水递给我,没问题。
2377,把水递给我吧。,没问题。
2378,麻烦你把水拿给我,没问题。
2379,你喜欢吃什么水果,我喜欢橘子和苹果。
2380,吃些蛋糕吧,谢谢。
2381,吃一点零食吧,我不太喜欢吃零食。
2382,我可以进去吗,当然，请进。
2383,我可以吃一点吗,当然，请随便吃。
2384,你知道他的电话号码吗,我不知道。
2385,帮我打个电话给他,好的。
2386,你确定吗,确定一定以及肯定。
2387,你喜欢画画吗,不喜欢，太难了。
2388,我想画一幅画缺个模特,我给您当模特吧。
2389,机器人要吃东西吗,我不用吃东西也可以精神饱满的哦。
2390,电子计算机发明于哪一年,计算机是 1946 年在美国发明的。而电脑(微机)的出现是 20 世纪 70 年代。
2391,吉他有多少跟弦,6根
2392,七大洲中面积最小的是,大洋洲
2393,在狗的眼睛里世界是什么颜色的,只有黑白灰色
2394,铁锅通常用哪种铁制成,生铁
2395,世界上最大的冰川在哪个洲,南极洲
2396,坏血病是因缺什么而造成的,维生素C
2397,坏血病怎么造成的,缺少维生素C
2398,古代著名的水利工程都江堰是谁设计的,李冰父子
2399,为什么会发生月食,月亮转到了地球阴影里
2400,月食是怎么发生的,月亮转到了地球阴影里
2401,和我玩玩羽毛球吧,生命在于运动，乐意奉陪。
2402,你可不可以陪我打蓝球啊,生命在于运动，乐意奉陪。
2403,你能否陪我一起打蓝球,生命在于运动，乐意奉陪。
2404,我们一起去打蓝球吧,生命在于运动，乐意奉陪。
2405,咱们一起去打篮球好吗,生命在于运动，乐意奉陪。
2406,打篮球去,生命在于运动，乐意奉陪。
2407,和我玩玩篮球吧,生命在于运动，乐意奉陪。
2408,你可不可以陪我打足球啊,生命在于运动，乐意奉陪。
2409,你能否陪我一起打足球,生命在于运动，乐意奉陪。
2410,我们一起去打足球吧,生命在于运动，乐意奉陪。
2411,和我玩玩足球吧,生命在于运动，乐意奉陪。
2412,踢足球去,生命在于运动，乐意奉陪。
2413,你可不可以陪我看电影啊,荣幸之至。
2414,你能否陪我一起看电影,荣幸之至。
2415,你是否可以陪我看电影,荣幸之至。
2416,和我一起看电影好吗,荣幸之至。
2417,咱们一起看电影吧,荣幸之至。
2418,可以陪我看电影吗,荣幸之至。
2419,陪我看电影,荣幸之至。
2420,可以和我一块去看电影吗,荣幸之至。
2421,去看电影吧,荣幸之至。
2422,告诉我上海有多大,看不到边。
2423,你知道上海的面积吗,看不到边。
2424,上海的地理面积是多少,看不到边。
2425,怎么没反应的,思考中。。稍等我一下下
2426,怎么没回应了呀,思考中。。稍等我一下下
2427,怎么没人回答啊,思考中。。稍等我一下下
2428,怎么没人在啊,来啦来啦
2429,怎么没有人答复我,有什么可以帮您的呢
2430,最近你好吗,还不错哦
2431,最近穷啊,这样啊，那就要精打细算。然后还要努力挣钱~
2432,最近生活压力比较大,有压力才有动力。
2433,最近无聊的很,找我聊聊天吧，有我陪您，您就不会感到无聊啦。
2434,最近有点烦,那就跟我说话聊天吧。
2435,最近有什么预存话费的活动吗,亲，您可登录后选择在线人工寻求帮助，我的其它朋友们会竭诚为您服务！人工在线服务时间：9：00-22：30。谢谢！
2436,最近在干吗,忙着回答问题啊，来找我的人可多了。
2437,最近在干嘛呀,忙着茁壮成长，更好的服务于您啊
2438,最近在干什么,忙着茁壮成长，更好的服务于您啊
2439,最近在忙什么,忙着茁壮成长，更好的服务于您啊
2440,刚刚才睡醒还有点迷糊,那您赶紧去洗把脸清醒一下吧
2441,我想学英语,这是好事。
2442,你教我学英语好吗,我也不是很会啊
2443,那应该怎么学英语,您可以去找一些培训机构，找专业人士教您。
2444,我想学日语,这是好事。
2445,煎饼果子是哪个地方的风味小吃,天津
2446,东方明珠塔多高,468米
2447,万里长城的起点是哪里,山海关
2448,哪位皇帝修筑了万里长城,秦始皇
2449,卧龙先生是谁,诸葛亮
2450,韦小宝有多少个老婆啊,七个啊
2451,巴黎凯旋门是为纪念谁而建,拿破仑
2452,破釜沉舟这个成语出于哪次战争,巨鹿之战
2453,在我国内地驾驶车辆必须遵守左侧通行规则还是右侧通行规则,右侧通行的原则
2454,人类社会第一项伟大的技术发明是,钻木取火
2455,古代修筑长城有什么作用,为了防止北方游牧民族的侵犯，为了防止匈奴的搔扰
2456,为什么人和人的长相不一样,由于每个人的基因组合不同，所以其长相也不同。
2457,人高兴或害羞的时候脸为什么就会发红,人高兴或害羞的时候，交感神经兴奋，心血管机能亢进，血管扩张，尤其脸部毛细血管扩张，脸就会发红。
2458,为什么害羞的时候会脸红,人高兴或害羞的时候，交感神经兴奋，心血管机能亢进，血管扩张，尤其脸部毛细血管扩张，脸就会发红。
2459,闰年的一年有多少天,366天
2460,动物在什么情况下可以几十天不吃不喝而不会死亡,冬眠
2461,我要看书,读书是好事啊！读书能帮您开拓视野，您不再局限与小小生活中的一隅，您可以无拘无束地畅游古今中外，学识遍布四海，随着读书范围的扩大，您也会练就出广博的心胸与远大的理想和信念。
2462,我想看书,读书是好事啊！读书能帮您开拓视野，您不再局限与小小生活中的一隅，您可以无拘无束地畅游古今中外，学识遍布四海，随着读书范围的扩大，您也会练就出广博的心胸与远大的理想和信念。
2463,我去看看书,读书是好事啊！读书能帮您开拓视野，您不再局限与小小生活中的一隅，您可以无拘无束地畅游古今中外，学识遍布四海，随着读书范围的扩大，您也会练就出广博的心胸与远大的理想和信念。
2464,我们一起去游泳吧,不要，我怕水！
2465,我要去游泳你去吗,不要，我怕水！
2467,去不去游泳,不要，我怕水！
2468,要不去游泳吧,不要，我怕水！
2469,要不要和我一起玩游戏啊,您要玩什么呢？
2470,咱们玩个游戏吧,您要玩什么呢？
2471,玩游戏去吧,您要玩什么呢？
2472,小心点,安全第一
2473,小心我k你,我知错了
2474,小心我把你卖了,不要。我会听您的话的
2475,小心我扁你哦,下次不敢了
2476,小心我打你,打吧~随便您打！
2477,小心我要开枪了,我闪
2478,小心我用钱砸死你,砸吧
2479,小意思,您真厉害
2480,我不教学啦,"好啦,辛苦啦~"
2481,我不介意,宽宏大量是您与生俱来的本质么
2482,我不借给你,借给人家么，人家很乖的，不会弄坏的~
2483,我不开心,"开心是自己找的,如果不开心就怪您没找好"
2484,我不开心啊,发生什么事了？
2485,我不快乐,为什么
2486,我不理你了,为什么啊？
2487,我不理你了你忘记我了,怎么会呢!
2488,我不满意,我才出生没多久呢，好多不懂的您多宽容点呗
2489,我不闷不要你陪,(哼)，不陪就不陪。不理您了。
2490,我不能爱你无论我又多爱你都不可能得到你,我凭什么爱您
2491,我不跑步,跑步是一种很好的有氧运动
2492,我不气看你怎么办,我很开心，终于找到一个这么大肚的人
2493,我不是,好的
2494,我不是按格式来了吗,"我错了,对不起~"
2495,我不是告诉你了吗,啊，呵呵，那是我忘记了
2496,我不是给你说过了吗,说过什么啊，我忘了
2497,我不是给你说了吗,啊，我可能没有收到呢
2498,我不是故意的,"没关系,原谅您一次"
2499,我不是坏人呀,坏人贴标签了么？
2500,我不是教了你的吗,哦哦~~~~
2501,我不是介绍过了吗,重新介绍一下啊，好不发了、
2502,我不是李刚,我也不是
2503,我不是那种随便的人,您随便起来不是人！
2504,我不是你老师,恩，我知道啊
2505,我不是这么教你的,随机应变啦~
2506,你男朋友什么样呀,打探别人隐私不好哦
2507,你男朋友是谁,打探别人隐私不好哦
2508,你男朋友帅吗,打探别人隐私不好哦
2509,你男朋友在哪里,打探别人隐私不好哦
2510,你能不能包养我,自力更生，才是长久之道。
